2018-11-11 19:22:15.935653|-1.65928309632,-4.86342037213|-55.0,-59.5,-25.0,0.0,-55.0,-60.5,-24.5,-1.0,-55.0,-60.0,-24.5,0.0,-55.0,-60.0,-24.5,0.0
2018-11-11 19:22:15.991710|0.542404672972,-2.99228971584|-55.0,-59.0,-25.0,0.0,-55.0,-61.0,-24.0,-2.0,-55.0,-60.0,-24.0,0.0,-55.0,-60.0,-24.0,0.0
2018-11-11 19:22:16.047460|-1.06337118223,-1.64210074124|-55.0,-58.5,-25.0,0.0,-55.0,-61.5,-23.5,-3.0,-55.0,-60.0,-23.5,0.0,-55.0,-60.0,-23.5,0.0
2018-11-11 19:22:16.103198|0.811649424008,-0.868611499144|-55.0,-58.0,-25.0,0.0,-55.0,-62.0,-23.0,-4.0,-55.0,-60.0,-23.0,0.0,-55.0,-60.0,-23.0,0.0
2018-11-11 19:22:16.159179|-4.65445923643,-6.81122301282|-55.0,-57.5,-25.0,0.0,-55.0,-62.5,-22.5,-5.0,-55.0,-60.0,-22.5,0.0,-55.0,-60.0,-22.5,0.0
2018-11-11 19:22:16.215339|2.1210758451,-2.82860406317|-55.0,-57.0,-25.0,0.0,-55.0,-63.0,-22.0,-6.0,-55.0,-60.0,-22.0,0.0,-55.0,-60.0,-22.0,0.0
2018-11-11 19:22:16.271151|-2.87620757795,-5.60999523827|-55.0,-56.5,-25.0,0.0,-55.0,-63.5,-21.5,-7.0,-55.0,-60.0,-21.5,0.0,-55.0,-60.0,-21.5,0.0
2018-11-11 19:22:16.326950|-1.36432187297,1.16532848334|-55.0,-56.0,-25.0,0.0,-55.0,-64.0,-21.0,-8.0,-55.0,-60.0,-21.0,0.0,-55.0,-60.0,-21.0,0.0
2018-11-11 19:22:16.384068|2.75367694504,-4.06882254583|-55.0,-55.5,-25.0,0.0,-55.0,-64.5,-20.5,-9.0,-55.0,-60.0,-20.5,0.0,-55.0,-60.0,-20.5,0.0
2018-11-11 19:22:16.439914|-0.780403766139,0.91324888171|-55.0,-55.0,-25.0,0.0,-55.0,-65.0,-20.0,-10.0,-55.0,-60.0,-20.0,0.0,-55.0,-60.0,-20.0,0.0
2018-11-11 19:22:16.495850|-4.98051289507,-8.5244135747|-55.0,-54.5,-25.0,0.0,-55.0,-65.5,-19.5,-11.0,-55.0,-60.0,-19.5,0.0,-55.0,-60.0,-19.5,0.0
2018-11-11 19:22:16.551570|0.350077801172,-18.5065495579|-55.0,-54.0,-25.0,0.0,-55.0,-66.0,-19.0,-12.0,-55.0,-60.0,-19.0,0.0,-55.0,-60.0,-19.0,0.0
2018-11-11 19:22:16.607330|3.90751644413,-11.0806191501|-55.0,-53.5,-25.0,0.0,-55.0,-66.5,-18.5,-13.0,-55.0,-60.0,-18.5,0.0,-55.0,-60.0,-18.5,0.0
2018-11-11 19:22:16.663487|3.26026285505,-5.01574547578|-55.0,-53.0,-25.0,0.0,-55.0,-67.0,-18.0,-14.0,-55.0,-60.0,-18.0,0.0,-55.0,-60.0,-18.0,0.0
2018-11-11 19:22:16.719601|1.66134946327,-3.45101492626|-55.0,-52.5,-25.0,0.0,-55.0,-67.5,-17.5,-15.0,-55.0,-60.0,-17.5,0.0,-55.0,-60.0,-17.5,0.0
2018-11-11 19:22:16.775776|1.13757712483,3.38975596866|-55.0,-52.0,-25.0,0.0,-55.0,-68.0,-17.0,-16.0,-55.0,-60.0,-17.0,0.0,-55.0,-60.0,-17.0,0.0
2018-11-11 19:22:16.831656|1.75866368064,-0.522771116351|-55.0,-51.5,-25.0,0.0,-55.0,-68.5,-16.5,-17.0,-55.0,-60.0,-16.5,0.0,-55.0,-60.0,-16.5,0.0
2018-11-11 19:22:16.887592|0.401902785295,-2.11818361968|-55.0,-51.0,-25.0,0.0,-55.0,-69.0,-16.0,-18.0,-55.0,-60.0,-16.0,0.0,-55.0,-60.0,-16.0,0.0
2018-11-11 19:22:16.943360|0.418380025692,-0.725204963344|-55.0,-50.5,-25.0,0.0,-55.0,-69.5,-15.5,-19.0,-55.0,-60.0,-15.5,0.0,-55.0,-60.0,-15.5,0.0
2018-11-11 19:22:16.999174|-0.780833706598,-0.922814804107|-55.0,-50.0,-25.0,0.0,-55.0,-70.0,-15.0,-20.0,-55.0,-60.0,-15.0,0.0,-55.0,-60.0,-15.0,0.0
2018-11-11 19:22:17.055175|3.16432532543,-2.70368870216|-55.0,-49.5,-25.0,0.0,-55.0,-70.5,-14.5,-21.0,-55.0,-60.0,-14.5,0.0,-55.0,-60.0,-14.5,0.0
2018-11-11 19:22:17.110980|2.54354065437,3.45192046766|-55.0,-49.0,-25.0,0.0,-55.0,-71.0,-14.0,-22.0,-55.0,-60.0,-14.0,0.0,-55.0,-60.0,-14.0,0.0
2018-11-11 19:22:17.166787|2.60703896299,2.99031957571|-55.0,-48.5,-25.0,0.0,-55.0,-71.5,-13.5,-23.0,-55.0,-60.0,-13.5,0.0,-55.0,-60.0,-13.5,0.0
2018-11-11 19:22:17.222649|-3.88601622525,3.86703114172|-55.0,-48.0,-25.0,0.0,-55.0,-72.0,-13.0,-24.0,-55.0,-60.0,-13.0,0.0,-55.0,-60.0,-13.0,0.0
2018-11-11 19:22:17.278598|-3.36296514116,-2.27465913077|-55.0,-47.5,-25.0,0.0,-55.0,-72.5,-12.5,-25.0,-55.0,-60.0,-12.5,0.0,-55.0,-60.0,-12.5,0.0
2018-11-11 19:22:17.334397|4.21162742828,-3.25202916279|-55.0,-47.0,-25.0,0.0,-55.0,-73.0,-12.0,-26.0,-55.0,-60.0,-12.0,0.0,-55.0,-60.0,-12.0,0.0
2018-11-11 19:22:17.390173|-0.916719473471,-1.42609447243|-55.0,-46.5,-25.0,0.0,-55.0,-73.5,-11.5,-27.0,-55.0,-60.0,-11.5,0.0,-55.0,-60.0,-11.5,0.0
2018-11-11 19:22:17.446231|4.27672847591,-2.25260383024|-55.0,-46.0,-25.0,0.0,-55.0,-74.0,-11.0,-28.0,-55.0,-60.0,-11.0,0.0,-55.0,-60.0,-11.0,0.0
2018-11-11 19:22:17.501944|7.86916817438,7.01787113673|-55.0,-45.5,-25.0,0.0,-55.0,-74.5,-10.5,-29.0,-55.0,-60.0,-10.5,0.0,-55.0,-60.0,-10.5,0.0
2018-11-11 19:22:17.557830|2.03123891095,-0.0|-55.0,-45.0,-25.0,0.0,-55.0,-75.0,-10.0,-30.0,-55.0,-60.0,-10.0,0.0,-55.0,-60.0,-10.0,0.0
2018-11-11 19:22:17.614380|-3.95646272377,0.140632048368|-55.0,-45.0,-25.0,0.0,-54.5,-74.5,-10.5,-29.0,-55.0,-60.5,-10.5,-1.0,-55.5,-60.5,-10.5,1.0
2018-11-11 19:22:17.670405|-0.124823043098,0.468091248419|-55.0,-45.0,-25.0,0.0,-54.0,-74.0,-11.0,-28.0,-55.0,-61.0,-11.0,-2.0,-56.0,-61.0,-11.0,2.0
2018-11-11 19:22:17.726548|-1.14314278841,0.303854663842|-55.0,-45.0,-25.0,0.0,-53.5,-73.5,-11.5,-27.0,-55.0,-61.5,-11.5,-3.0,-56.5,-61.5,-11.5,3.0
2018-11-11 19:22:17.782497|5.47710397249,0.0193927877712|-55.0,-45.0,-25.0,0.0,-53.0,-73.0,-12.0,-26.0,-55.0,-62.0,-12.0,-4.0,-57.0,-62.0,-12.0,4.0
2018-11-11 19:22:17.838541|3.717551416,1.31127101599|-55.0,-45.0,-25.0,0.0,-52.5,-72.5,-12.5,-25.0,-55.0,-62.5,-12.5,-5.0,-57.5,-62.5,-12.5,5.0
2018-11-11 19:22:17.894560|-2.90177494533,-6.32672007501|-55.0,-45.0,-25.0,0.0,-52.0,-72.0,-13.0,-24.0,-55.0,-63.0,-13.0,-6.0,-58.0,-63.0,-13.0,6.0
2018-11-11 19:22:17.950538|5.26939226977,6.17782688815|-55.0,-45.0,-25.0,0.0,-51.5,-71.5,-13.5,-23.0,-55.0,-63.5,-13.5,-7.0,-58.5,-63.5,-13.5,7.0
2018-11-11 19:22:18.006683|-7.03874272616,3.98296150002|-55.0,-45.0,-25.0,0.0,-51.0,-71.0,-14.0,-22.0,-55.0,-64.0,-14.0,-8.0,-59.0,-64.0,-14.0,8.0
2018-11-11 19:22:18.063039|0.507996612855,-0.950896648326|-55.0,-45.0,-25.0,0.0,-50.5,-70.5,-14.5,-21.0,-55.0,-64.5,-14.5,-9.0,-59.5,-64.5,-14.5,9.0
2018-11-11 19:22:18.119431|6.00545329062,-8.83472141648|-55.0,-45.0,-25.0,0.0,-50.0,-70.0,-15.0,-20.0,-55.0,-65.0,-15.0,-10.0,-60.0,-65.0,-15.0,10.0
2018-11-11 19:22:18.176121|-5.97734930782,-3.08292688285|-55.0,-45.0,-25.0,0.0,-49.5,-69.5,-15.5,-19.0,-55.0,-65.5,-15.5,-11.0,-60.5,-65.5,-15.5,11.0
2018-11-11 19:22:18.232497|-2.05714575966,-3.9474856853|-55.0,-45.0,-25.0,0.0,-49.0,-69.0,-16.0,-18.0,-55.0,-66.0,-16.0,-12.0,-61.0,-66.0,-16.0,12.0
2018-11-11 19:22:18.288939|1.96135925269,0.935962089639|-55.0,-45.0,-25.0,0.0,-48.5,-68.5,-16.5,-17.0,-55.0,-66.5,-16.5,-13.0,-61.5,-66.5,-16.5,13.0
2018-11-11 19:22:18.345139|2.58858307859,0.983803028527|-55.0,-45.0,-25.0,0.0,-48.0,-68.0,-17.0,-16.0,-55.0,-67.0,-17.0,-14.0,-62.0,-67.0,-17.0,14.0
2018-11-11 19:22:18.401115|3.24085885987,-2.80367120298|-55.0,-45.0,-25.0,0.0,-47.5,-67.5,-17.5,-15.0,-55.0,-67.5,-17.5,-15.0,-62.5,-67.5,-17.5,15.0
2018-11-11 19:22:18.457118|7.8018894566,-6.83941318562|-55.0,-45.0,-25.0,0.0,-47.0,-67.0,-18.0,-14.0,-55.0,-68.0,-18.0,-16.0,-63.0,-68.0,-18.0,16.0
2018-11-11 19:22:18.513478|3.53626110611,1.27235048613|-55.0,-45.0,-25.0,0.0,-46.5,-66.5,-18.5,-13.0,-55.0,-68.5,-18.5,-17.0,-63.5,-68.5,-18.5,17.0
2018-11-11 19:22:18.570030|0.931164674716,1.37392070984|-55.0,-45.0,-25.0,0.0,-46.0,-66.0,-19.0,-12.0,-55.0,-69.0,-19.0,-18.0,-64.0,-69.0,-19.0,18.0
2018-11-11 19:22:18.626458|0.311049929755,-4.90871801015|-55.0,-45.0,-25.0,0.0,-45.5,-65.5,-19.5,-11.0,-55.0,-69.5,-19.5,-19.0,-64.5,-69.5,-19.5,19.0
2018-11-11 19:22:18.682903|-0.0175162805352,-0.0525488481539|-55.0,-45.0,-25.0,0.0,-45.0,-65.0,-20.0,-10.0,-55.0,-70.0,-20.0,-20.0,-65.0,-70.0,-20.0,20.0
2018-11-11 19:22:18.738987|0.549706817363,-5.72100202695|-55.0,-45.0,-25.0,0.0,-44.5,-64.5,-20.5,-9.0,-55.0,-70.5,-20.5,-21.0,-65.5,-70.5,-20.5,21.0
2018-11-11 19:22:18.795138|0.645737850738,0.907126626777|-55.0,-45.0,-25.0,0.0,-44.0,-64.0,-21.0,-8.0,-55.0,-71.0,-21.0,-22.0,-66.0,-71.0,-21.0,22.0
